story_id,source_slice,feature,actor,user_story,expected_behavior,entry_points,evidence,inventory_status,qa_status,error_status,documented_errors,fix_status,retest_status,duplicate_or_overlap,source_analysis,notes
NB-005,network-bridges,List channels,Operator / Agent,As an operator I want to list network channels with activity so I can pick one to inspect.,"`GET .../network/channels` returns aggregated channels (peer/local/remote/session/message/presence counts, historical participants, last activity/presence, last message preview), sorted by recency then message count then name.",`GET /workspaces/:id/network/channels`; CLI `network channels`; web channel rail,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,HTTP and CLI channel lists returned arrays and included the QA-created channel.
NB-006,network-bridges,Create channel (spawns sessions),Operator,As an operator I want to create a channel by choosing agents so a conversation space + sessions exist.,"`POST .../network/channels` validates channel name, non-empty `purpose`, non-empty de-duped `agent_names` (all must be workspace-available), spawns one user session per agent, persists channel metadata (`created_by`=first agent), rolls back sessions/channel on failure; returns channel detail (201).",`POST .../network/channels`; CLI `network channels create`; web create-channel dialog,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,HTTP channel create spawned two acpmock sessions; duplicate agent names were rejected through CLI/UDS; cleanup stopped created sessions.
NB-007,network-bridges,View channel detail,Operator / Agent,"As an operator I want a channel's detail (peers, sessions, counts, kinds) so I can understand its state.","`GET .../channels/:channel` returns purpose, created_by/at, peer/local/remote/session/message/presence counts, kind counts, last preview, sessions + peers; 404 when channel has no metadata/sessions/peers/messages.",`GET .../channels/:channel`; CLI `network channels show`; web channel shell,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,HTTP channel detail exposed sessions and peers for the QA-created channel; unknown channel/detail behavior covered by route checks in the batch.
NB-008,network-bridges,Channel activity feed (web),Operator,As an operator I want a combined activity feed of threads + directs for a channel.,`/network/$ws/$channel/activity` renders `ActivityFeed` merging filtered threads and directs with a loading state.,web `network.$ws.$channel.activity`,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/bootstrap-manifest.json,QA complete,Blocked for browser; backing projections passed,Environment blocked,Activity feed rendering requires browser route execution; bootstrap browser.mode=blocked.,Not needed,Backing API projections passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Backing thread and direct list projections passed; web ActivityFeed merge/filter rendering was not live-rendered.
NB-009,network-bridges,List threads,Operator / Agent,As an operator I want public-thread summaries for a channel so I can browse discussions.,"`GET .../channels/:channel/threads` returns thread summaries (title, root msg, opened-by peer/session, message/participant/open-work counts, last activity/preview); supports `after`+`limit` pagination.",`GET .../threads`; CLI `network threads list`; web threads tab,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,HTTP and CLI thread list included a fresh thread opened by network send.
NB-010,network-bridges,View thread + isolated messages,Operator / Agent,As an operator I want one thread's detail and its isolated message timeline.,"`GET .../threads/:thread_id` returns the summary; `.../messages` returns messages scoped to that thread (filterable by `kind`/`work_id`, paginated). Invalid id → 400; missing → 404 mapping.",`GET .../threads/:thread_id` + `/messages`; CLI `network threads show`/`messages`; web thread overlay,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,HTTP and CLI thread detail/messages returned the created thread and its message; alternate thread messages stayed isolated/empty or not found.
NB-011,network-bridges,Post message into a thread (web),Operator,As an operator I want to post a `say` message into a thread from the UI.,`ChannelThreadComposer` sends `POST .../send` `kind=say surface=thread thread_id=...`; requires an active session; shows `disabledReason` when no session is available.,web threads tab composer; `POST .../network/send`,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/bootstrap-manifest.json,QA complete,Passed backing API; browser blocked,Environment blocked,Thread composer click/render path requires browser; underlying POST /network/send kind=say surface=thread passed.,Not needed,Backing API passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,The web composer request shape was covered through the backing API; browser execution remains blocked.
NB-012,network-bridges,Open a new thread root,Operator / Agent,As an operator I want to start a new thread by sending into a fresh thread surface.,Sending `say` with `surface=thread` and a new/blank `thread_id` opens a thread root (thread created on first message).,web composer / `POST .../send`; CLI `network send`,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed with uncertainty resolved,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Sending kind=say with a fresh thread_id created a thread root that appeared in list/detail/messages over HTTP and CLI.
NB-013,network-bridges,List direct rooms,Operator / Agent,As an operator I want direct-room summaries for a channel.,"`GET .../channels/:channel/directs` returns rooms (peerA/peerB, message/open-work counts, last activity/preview); optional `peer_id` filter + `after`/`limit`.",`GET .../directs`; CLI `network directs list`; web directs tab,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,HTTP and CLI direct-room lists included the resolved QA direct room.
NB-014,network-bridges,Resolve / open direct room,Operator / Agent,As an operator I want to open a direct room with a peer (deterministic id).,`POST .../directs/resolve` requires `session_id` (must resolve to a local peer in channel) + valid `peer_id` (must be present in channel); computes deterministic `direct_id` from ordered peers; creates-or-returns the room.,`POST .../directs/resolve`; CLI `network directs resolve`; web NewDirectDialog,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json,QA complete,Passed,No product error,,Not needed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,HTTP direct resolve was idempotent; CLI resolve returned the same deterministic direct_id for the session/peer pair.
NB-015,network-bridges,View direct room + isolated messages,Operator / Agent,As an operator I want one direct room's detail and its isolated message timeline.,"`GET .../directs/:direct_id` returns the summary; `.../messages` returns direct-scoped messages (kind/work filter, pagination).",`GET .../directs/:direct_id` + `/messages`; CLI `network directs show`/`messages`; web DirectRoom,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/issues/BUG-012.md,QA complete,Passed after BUG-012 fix,BUG-012 fixed,BUG-012: direct-room send without explicit to failed before fix and left direct messages empty.,Fixed,Passed,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,Direct detail/messages passed after BUG-012 retest; HTTP and CLI direct messages include the sent message.
NB-016,network-bridges,Post message into a direct room (web),Operator,As an operator I want to send a `say` into a direct room from the UI.,`DirectRoom` composer sends `POST .../send` `kind=say surface=direct direct_id=...`; requires an active session.,web direct detail composer; `POST .../network/send`,qa/evidence/batch-023-network-runtime-channels/nb001-nb023-final-summary.json; qa/evidence/batch-023-network-runtime-channels/nb001-nb023-before-bug012.json; qa/evidence/batch-023-network-runtime-channels/bug012-retest-direct-send.json; qa/issues/BUG-012.md; qa/bootstrap-manifest.json,QA complete,Passed backing API after BUG-012; browser blocked,BUG-012 fixed; browser environment blocked,BUG-012 fixed the backend request shape used by the web direct composer; browser route execution remains blocked.,Fixed,Passed backing API; browser not run,,.compozy/tasks/feature-stories/analysis/04_analysis_network-bridges.md,The web direct composer sends direct_id without to; BUG-012 retest verified that exact API shape. Browser click/render remains blocked by lab browser.mode=blocked.
